No.,回答日,名前,年齢,性別,お住まいの地域,食事は１日平均何回ですか,毎朝朝食をとりますか,睡眠時間は平均どのくらいですか,健康には気を使うほうですか,健康食品を利用していますか,最も利用している健康食品の商品名を記入してください,サプリメントは利用しますか,意識して摂取している栄養成分を複数選択してください_亜鉛,意識して摂取している栄養成分を複数選択してください_カルシウム,意識して摂取している栄養成分を複数選択してください_鉄,意識して摂取している栄養成分を複数選択してください_銅,意識して摂取している栄養成分を複数選択してください_マグネシウム,意識して摂取している栄養成分を複数選択してください_ナイアシン,意識して摂取している栄養成分を複数選択してください_パントテン酸,意識して摂取している栄養成分を複数選択してください_ビオチン,意識して摂取している栄養成分を複数選択してください_ビタミンＡ,意識して摂取している栄養成分を複数選択してください_β－カロテン（ビタミンＡの前駆体）,意識して摂取している栄養成分を複数選択してください_ビタミンＢ1,意識して摂取している栄養成分を複数選択してください_ビタミンＢ2,意識して摂取している栄養成分を複数選択してください_ビタミンＢ6,意識して摂取している栄養成分を複数選択してください_ビタミンＢ12,意識して摂取している栄養成分を複数選択してください_ビタミンＣ,意識して摂取している栄養成分を複数選択してください_ビタミンＤ,意識して摂取している栄養成分を複数選択してください_ビタミンＥ,意識して摂取している栄養成分を複数選択してください_葉酸,意識して摂取している栄養成分を複数選択してください_その他
551,17:15.5,三木 貴大,44,男性,奈良県,1回,はい,3時間～5時間未満,はい,はい,アサヒ パワーゴールド,いいえ,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
552,15:37.2,戸谷 亜美,30,女性,和歌山県,4回以上,いいえ,9時間以上,いいえ,はい,日清おいしさプラスサイリウムドリンク,いいえ,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
553,00:04.4,中藤 大貴,79,男性,岩手県,2回,はい,7時間～9時間未満,はい,はい,ヤクルト,いいえ,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
554,30:01.1,稲熊 優,20,男性,兵庫県,3回,いいえ,3時間～5時間未満,いいえ,はい,キリンコレステミン,はい,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
555,00:04.2,奥山 陸,61,男性,長崎県,3回,いいえ,1時間～3時間未満,いいえ,はい,キリン コレステミン アセロラ味 ８袋,はい,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
556,34:26.2,吉原 葵,25,女性,宮崎県,3回,いいえ,5時間～7時間未満,いいえ,はい,日清おいしさプラス サイリウムドリンク プレーン（微糖）,いいえ,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
557,13:11.1,奥野 葵,21,女性,奈良県,3回,いいえ,5時間～7時間未満,いいえ,いいえ,,はい,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
558,26:54.8,刈谷 達也,17,男性,福岡県,2回,はい,1時間～3時間未満,はい,はい,リカルデント,はい,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
559,00:38.5,目黒 千夏,72,女性,岐阜県,1回,いいえ,5時間～7時間未満,いいえ,はい,糖健茶料,はい,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
560,58:45.8,古江 拓也,55,男性,神奈川県,4回以上,いいえ,1時間～3時間未満,はい,いいえ,,いいえ,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
561,36:00.1,駒沢 直樹,15,男性,沖縄県,3回,いいえ,7時間～9時間未満,いいえ,いいえ,,いいえ,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
562,37:01.4,横沢 雄大,22,男性,徳島県,2回,いいえ,3時間～5時間未満,はい,はい,コレカットレモン,いいえ,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
563,15:30.0,生川 智美,31,女性,愛知県,3回,いいえ,5時間～7時間未満,はい,いいえ,,はい,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
564,50:13.7,一色 竜也,51,男性,福島県,4回以上,いいえ,1時間未満,いいえ,はい,ジョア,いいえ,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
565,12:53.0,沢辺 祐介,19,男性,香川県,2回,いいえ,1時間～3時間未満,いいえ,いいえ,,はい,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
566,39:01.2,野上 優斗,12,男性,広島県,1回,はい,5時間～7時間未満,いいえ,いいえ,,いいえ,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
567,21:40.6,升田 亜美,58,女性,高知県,3回,はい,7時間～9時間未満,はい,いいえ,,いいえ,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
568,54:39.0,末永 優太,35,男性,島根県,4回以上,いいえ,7時間～9時間未満,いいえ,いいえ,,いいえ,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
569,10:29.5,大谷 陸,71,男性,岐阜県,2回,はい,3時間～5時間未満,はい,はい,キリン コレステミン レモンライム味 ８袋,はい,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
570,28:28.8,寺原 愛,70,女性,石川県,4回以上,いいえ,1時間～3時間未満,はい,はい,「ビタホット」ハニーレモンC,はい,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
571,39:54.4,富岡 匠,78,男性,福井県,1回,はい,5時間～7時間未満,いいえ,いいえ,,はい,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
572,41:41.0,真部 あゆみ,78,女性,新潟県,2回,はい,1時間未満,はい,はい,ナタデココファイバー,いいえ,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
573,01:57.4,橘川 早紀,19,女性,茨城県,3回,いいえ,1時間～3時間未満,はい,いいえ,,いいえ,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
574,42:48.2,白須 亜美,30,女性,東京都,2回,はい,3時間～5時間未満,はい,はい,キリン コレステミン レモンライム味,いいえ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
575,22:38.5,岩本 彩,67,女性,山形県,2回,いいえ,1時間～3時間未満,いいえ,いいえ,,いいえ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
576,26:28.2,川添 未来,58,女性,沖縄県,4回以上,はい,1時間未満,はい,はい,キリン コレステミン,いいえ,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
577,17:09.5,黒島 彩,46,女性,福岡県,2回,いいえ,5時間～7時間未満,はい,いいえ,,はい,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
578,44:09.2,得能 大樹,35,男性,岐阜県,4回以上,はい,9時間以上,はい,はい,鉄骨飲料,はい,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
579,25:34.5,尾畑 麻衣,23,女性,岡山県,3回,はい,5時間～7時間未満,はい,はい,クラッシュタイプの蒟蒻畑ライト,はい,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
580,12:07.8,岩倉 徹,13,男性,和歌山県,2回,いいえ,9時間以上,はい,はい,ビヒダスプレーンヨーグルト,はい,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
581,19:40.6,北田 亮太,13,男性,徳島県,2回,いいえ,1時間～3時間未満,はい,はい,日清おいしさプラスサイリウムドリンクプレーン（微糖）,いいえ,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
582,27:01.5,加地 あゆみ,79,女性,山口県,1回,はい,3時間～5時間未満,はい,はい,キリン　ビー・フラット,はい,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
583,09:05.3,浦辺 沙織,78,女性,島根県,1回,いいえ,9時間以上,いいえ,はい,リカルデント,いいえ,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
584,28:01.1,長部 玲奈,47,女性,鹿児島県,2回,はい,5時間～7時間未満,はい,はい,日清おいしさプラス　サイリウムヌードル,いいえ,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
585,11:41.5,大栗 大樹,85,男性,福岡県,2回,いいえ,3時間～5時間未満,いいえ,はい,ジョア プレーン,はい,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
586,34:36.6,安沢 翔,43,男性,佐賀県,2回,はい,9時間以上,いいえ,はい,クラッシュタイプの蒟蒻畑ライト,はい,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
587,34:34.1,富本 優太,17,男性,愛媛県,1回,はい,7時間～9時間未満,はい,はい,ジョア ブルーベリー,いいえ,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
588,02:31.5,平石 菜月,56,女性,北海道,1回,はい,9時間以上,いいえ,はい,日清おいしさプラスサイリウムファイバーゼリー,いいえ,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
589,21:30.2,宝田 雄太,80,男性,岩手県,4回以上,はい,9時間以上,はい,はい,京優茶　緑茶,いいえ,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
590,00:23.0,陶山 竜,31,男性,神奈川県,4回以上,いいえ,7時間～9時間未満,はい,はい,ショートケーキ,いいえ,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
591,45:16.9,中丸 結衣,28,女性,長野県,4回以上,はい,9時間以上,はい,はい,マインズ＜毎飲酢＞リンゴ酢ドリンク,いいえ,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
592,18:57.8,稲留 駿,16,男性,神奈川県,2回,はい,9時間以上,はい,はい,ウーロン茶,はい,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
593,33:27.2,福西 雄太,24,男性,愛媛県,4回以上,いいえ,1時間未満,いいえ,はい,京優　トマトスープ,はい,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
594,54:39.2,大嶺 結衣,28,女性,熊本県,1回,はい,7時間～9時間未満,いいえ,はい,まぐろのたたきご飯,いいえ,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
595,53:54.4,浦田 和也,56,男性,大阪府,1回,はい,5時間～7時間未満,いいえ,いいえ,,はい,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
596,34:41.6,角谷 直人,71,男性,広島県,4回以上,いいえ,1時間～3時間未満,いいえ,はい,日清おいしさプラス　サイリウムコーンフレーク　セミスィート,いいえ,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
597,29:00.6,蛭川 萌,88,女性,埼玉県,4回以上,いいえ,9時間以上,はい,いいえ,,はい,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
598,16:30.9,光岡 翔平,58,男性,長野県,4回以上,いいえ,9時間以上,いいえ,いいえ,,いいえ,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
599,33:32.6,鯨井 和也,24,男性,鳥取県,2回,いいえ,1時間～3時間未満,はい,はい,鶏の唐揚げ,いいえ,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
600,56:43.3,新谷 佳奈,12,女性,長崎県,3回,いいえ,3時間～5時間未満,いいえ,いいえ,,いいえ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
601,08:04.6,今本 由佳,80,女性,大分県,1回,いいえ,7時間～9時間未満,いいえ,はい,豆鼓エキスつぶタイプ,はい,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
602,00:31.6,大口 拓也,33,男性,奈良県,4回以上,いいえ,1時間未満,はい,はい,ヤクルト,はい,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
603,2009/10/18,山井 拓也,34,男性,熊本県,3回,いいえ,,はい,,,いいえ,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
604,16:20.7,大上 菜々子,18,女性,千葉県,1回,いいえ,1時間～3時間未満,いいえ,いいえ,,はい,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
605,02:22.9,重野 健太,35,男性,神奈川県,1回,いいえ,5時間～7時間未満,いいえ,はい,ヤクルト蕃爽麗茶 香ばし風味,はい,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
606,28:42.9,畑井 桃子,19,女性,岡山県,2回,いいえ,9時間以上,はい,はい,キリン コレステミン　アセロラ味,はい,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
607,58:12.6,菊井 大輝,37,男性,福岡県,3回,いいえ,7時間～9時間未満,はい,はい,チョコバナナケーキ,はい,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
608,55:54.7,白水 智也,32,男性,秋田県,4回以上,はい,1時間未満,はい,いいえ,,はい,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
609,07:06.5,秋永 玲奈,59,女性,石川県,2回,いいえ,5時間～7時間未満,いいえ,いいえ,,いいえ,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
610,40:09.1,菅 駿,81,男性,三重県,3回,はい,1時間未満,いいえ,いいえ,,いいえ,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
611,46:35.6,谷野 彩乃,89,女性,千葉県,2回,いいえ,5時間～7時間未満,いいえ,いいえ,,はい,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
612,36:47.3,苅田 翔平,84,男性,愛知県,1回,はい,5時間～7時間未満,いいえ,はい,胡麻麦茶,はい,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
613,30:10.4,矢尾 智也,62,男性,兵庫県,1回,いいえ,1時間未満,はい,はい,ハイライン,はい,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
614,37:15.2,久富 美香,80,女性,茨城県,1回,いいえ,9時間以上,いいえ,いいえ,,はい,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
615,06:51.7,菅 貴大,36,男性,新潟県,1回,はい,7時間～9時間未満,いいえ,はい,クラッシュタイプの蒟蒻畑ライト,はい,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
616,27:36.7,沢村 大地,26,男性,鳥取県,1回,いいえ,1時間未満,はい,はい,日清おいしさプラス　サイリウムドリンク,はい,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
617,27:20.2,藁科 拓也,87,男性,京都府,1回,はい,1時間未満,はい,はい,DHA入りリサーラソーセージ,いいえ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
618,19:12.6,堀場 美穂,13,女性,大阪府,3回,いいえ,1時間未満,いいえ,いいえ,,いいえ,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
619,40:51.4,井藤 涼太,83,男性,大分県,4回以上,いいえ,5時間～7時間未満,いいえ,はい,キリンコレステミン,いいえ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
620,44:28.2,北本 優花,14,女性,北海道,3回,はい,1時間未満,はい,はい,ジョアストロベリー,いいえ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
621,08:45.7,諸星 貴大,13,男性,山形県,3回,はい,9時間以上,はい,はい,オリゴワン ヨーグルトサワー,はい,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
622,41:10.0,笹生 菜月,44,女性,香川県,1回,いいえ,5時間～7時間未満,はい,はい,ブレンディコーヒーオリゴ糖入りインスタントコーヒー,いいえ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
623,29:27.1,浜名 優,37,男性,岐阜県,3回,はい,3時間～5時間未満,はい,いいえ,,はい,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
624,57:05.5,藤下 直樹,28,男性,愛知県,1回,はい,1時間未満,いいえ,いいえ,,はい,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
625,22:51.5,岩坂 遥,62,女性,福岡県,2回,いいえ,7時間～9時間未満,はい,はい,マインズ＜毎飲酢＞リンゴ酢ドリンク,はい,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
626,49:07.1,来田 海斗,33,男性,愛知県,4回以上,いいえ,9時間以上,はい,いいえ,,はい,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
627,33:09.1,風見 真由,51,女性,徳島県,2回,はい,1時間～3時間未満,はい,はい,わかめペプチドゼリー [りんご風味],はい,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
628,30:21.4,鶴原 優,18,男性,埼玉県,1回,いいえ,9時間以上,はい,はい,日清おいしさプラス　サイリウムヌードル　しょうゆ味,いいえ,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
629,57:11.2,川元 楓,55,女性,福島県,4回以上,いいえ,5時間～7時間未満,はい,はい,オリゴワン　ヨーグルトサワー,はい,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
630,41:55.9,倉沢 康平,60,男性,福岡県,4回以上,はい,9時間以上,いいえ,はい,ジョア,いいえ,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
631,19:54.5,小瀬 直人,18,男性,三重県,3回,はい,9時間以上,はい,いいえ,,はい,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
632,49:32.2,水上 健太,72,男性,島根県,1回,はい,5時間～7時間未満,はい,いいえ,,はい,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
633,15:10.2,桐村 陸,72,男性,群馬県,3回,はい,1時間未満,いいえ,いいえ,,いいえ,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
634,26:03.3,三留 大輔,81,男性,和歌山県,2回,いいえ,1時間未満,はい,いいえ,,はい,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
