No.,回答日,名前,年齢,性別,お住まいの地域,食事は１日平均何回ですか,毎朝朝食をとりますか,睡眠時間は平均どのくらいですか,健康には気を使うほうですか,健康食品を利用していますか,最も利用している健康食品の商品名を記入してください,サプリメントは利用しますか,意識して摂取している栄養成分を複数選択してください_亜鉛,意識して摂取している栄養成分を複数選択してください_カルシウム,意識して摂取している栄養成分を複数選択してください_鉄,意識して摂取している栄養成分を複数選択してください_銅,意識して摂取している栄養成分を複数選択してください_マグネシウム,意識して摂取している栄養成分を複数選択してください_ナイアシン,意識して摂取している栄養成分を複数選択してください_パントテン酸,意識して摂取している栄養成分を複数選択してください_ビオチン,意識して摂取している栄養成分を複数選択してください_ビタミンＡ,意識して摂取している栄養成分を複数選択してください_β－カロテン（ビタミンＡの前駆体）,意識して摂取している栄養成分を複数選択してください_ビタミンＢ1,意識して摂取している栄養成分を複数選択してください_ビタミンＢ2,意識して摂取している栄養成分を複数選択してください_ビタミンＢ6,意識して摂取している栄養成分を複数選択してください_ビタミンＢ12,意識して摂取している栄養成分を複数選択してください_ビタミンＣ,意識して摂取している栄養成分を複数選択してください_ビタミンＤ,意識して摂取している栄養成分を複数選択してください_ビタミンＥ,意識して摂取している栄養成分を複数選択してください_葉酸,意識して摂取している栄養成分を複数選択してください_その他
418,37:00.7,芝 さくら,12,女性,青森県,2回,はい,1時間未満,はい,はい,日清おいしさプラス サイリウムドリンク,はい,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
419,43:33.0,前沢 玲奈,27,女性,千葉県,3回,いいえ,1時間～3時間未満,いいえ,はい,松谷のおみそ汁 白みそ,はい,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
420,27:18.3,平柳 健太,50,男性,神奈川県,3回,いいえ,9時間以上,はい,いいえ,,いいえ,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
421,24:24.8,香西 大輝,51,男性,北海道,1回,いいえ,3時間～5時間未満,いいえ,はい,まるしげげんきっす,いいえ,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
422,25:24.8,片寄 さくら,28,女性,福井県,2回,はい,9時間以上,いいえ,いいえ,,いいえ,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
423,47:39.7,多和田 涼太,82,男性,島根県,1回,はい,7時間～9時間未満,いいえ,いいえ,,はい,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
424,34:36.7,大渕 拓哉,16,男性,佐賀県,4回以上,いいえ,7時間～9時間未満,はい,いいえ,,はい,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
425,12:24.5,西木 智美,20,女性,愛媛県,4回以上,いいえ,9時間以上,いいえ,いいえ,,はい,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
426,54:16.7,佐合 智也,60,男性,福岡県,4回以上,いいえ,9時間以上,はい,いいえ,,はい,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
427,32:27.7,田久保 沙織,55,女性,愛媛県,2回,いいえ,1時間未満,いいえ,いいえ,,はい,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
428,57:50.5,戸高 千夏,26,女性,徳島県,3回,はい,5時間～7時間未満,はい,はい,ヤクルト400LT,はい,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
429,37:17.4,仲西 由佳,10,女性,神奈川県,2回,いいえ,1時間未満,いいえ,はい,日清おいしさプラス サイリウムファイバーゼリー グレープ味,いいえ,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
430,10:48.6,豊永 美月,44,女性,神奈川県,3回,いいえ,7時間～9時間未満,はい,はい,ジョア,いいえ,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
431,52:04.1,関原 瞳,35,女性,宮崎県,1回,はい,3時間～5時間未満,はい,はい,ビタホット,いいえ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
432,45:58.0,関矢 健太,15,男性,栃木県,4回以上,いいえ,9時間以上,はい,はい,あんみつ,いいえ,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
433,43:44.7,財前 遥,18,女性,兵庫県,1回,はい,1時間～3時間未満,いいえ,いいえ,,いいえ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
434,30:48.8,小西 彩,46,女性,熊本県,3回,いいえ,3時間～5時間未満,いいえ,はい,メナード　緑の健康野菜,いいえ,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
435,09:15.6,由利 七海,59,女性,鹿児島県,4回以上,いいえ,1時間～3時間未満,いいえ,はい,カップオリゴスイートエクストラ,はい,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
436,48:23.8,花山 麻衣,14,女性,宮城県,1回,はい,5時間～7時間未満,はい,はい,日清おいしさプラスサイリウムドリンク青りんご,いいえ,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
437,46:06.2,吉越 成美,42,女性,青森県,4回以上,はい,1時間未満,はい,いいえ,,いいえ,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
438,41:32.2,溝川 真由,59,女性,高知県,4回以上,いいえ,1時間～3時間未満,はい,いいえ,,いいえ,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
439,05:45.9,打越 翔平,59,男性,和歌山県,1回,いいえ,3時間～5時間未満,いいえ,はい,オリゴワン ヨーグルトサワー,いいえ,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
440,30:45.1,岸部 拓也,22,男性,滋賀県,1回,いいえ,1時間～3時間未満,いいえ,いいえ,,はい,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
441,10:55.5,杉井 桃子,67,女性,和歌山県,3回,はい,1時間未満,はい,いいえ,,はい,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
442,20:32.0,田尾 菜月,28,女性,岐阜県,1回,はい,7時間～9時間未満,いいえ,はい,糖健茶料,はい,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
443,12:11.8,長谷 菜月,44,女性,大分県,2回,いいえ,7時間～9時間未満,はい,はい,ファミリーセット,はい,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
444,42:07.3,笹倉 香織,84,女性,沖縄県,2回,はい,7時間～9時間未満,いいえ,はい,オリゴ2400,いいえ,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
445,42:05.6,王 亮太,34,男性,秋田県,4回以上,いいえ,9時間以上,はい,いいえ,,いいえ,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
446,39:54.9,森部 智美,42,女性,岡山県,2回,いいえ,3時間～5時間未満,はい,はい,緑茶,はい,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
447,53:29.8,中薗 沙織,56,女性,岡山県,1回,いいえ,9時間以上,はい,いいえ,,はい,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
448,08:16.7,杉岡 佳奈,81,女性,愛媛県,3回,いいえ,9時間以上,はい,いいえ,,はい,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
449,08:41.5,根田 愛美,64,女性,和歌山県,3回,はい,7時間～9時間未満,いいえ,はい,リカルデント,いいえ,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
450,48:20.0,稲垣 優斗,19,男性,熊本県,2回,いいえ,7時間～9時間未満,はい,はい,デンマークヨーグルト,いいえ,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
451,09:19.0,湯村 彩乃,46,女性,熊本県,4回以上,いいえ,3時間～5時間未満,はい,いいえ,,はい,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
452,08:31.3,小園 彩乃,13,女性,徳島県,2回,はい,5時間～7時間未満,いいえ,はい,明治ブルガリアのむヨーグルトLB81プレーン,はい,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
453,41:25.4,冨山 麻美,46,女性,徳島県,2回,はい,7時間～9時間未満,はい,いいえ,,はい,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
454,25:42.0,栗城 成美,61,女性,滋賀県,2回,いいえ,1時間～3時間未満,はい,いいえ,,いいえ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
455,24:18.6,築地 さくら,54,女性,福井県,3回,いいえ,9時間以上,はい,いいえ,,はい,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
456,18:34.2,中森 友美,18,女性,青森県,3回,はい,9時間以上,いいえ,いいえ,,はい,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
457,54:09.4,尾藤 成美,32,女性,山梨県,4回以上,はい,1時間～3時間未満,いいえ,いいえ,,いいえ,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
458,39:36.0,大見 大樹,46,男性,岩手県,1回,はい,7時間～9時間未満,いいえ,いいえ,,はい,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
459,06:08.4,吉野 由佳,20,女性,埼玉県,2回,はい,1時間未満,はい,はい,メロンソーダ,はい,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
460,06:41.9,小松田 健太,34,男性,栃木県,4回以上,はい,1時間～3時間未満,はい,いいえ,,はい,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
461,37:23.7,元吉 瞳,73,女性,千葉県,2回,いいえ,3時間～5時間未満,はい,いいえ,,いいえ,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
462,45:37.5,河南 拓哉,47,男性,福井県,2回,はい,3時間～5時間未満,いいえ,いいえ,,はい,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
463,11:17.5,前沢 真由,76,女性,神奈川県,1回,いいえ,7時間～9時間未満,いいえ,はい,幕の内弁当,いいえ,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
464,18:17.8,重見 友美,18,女性,東京都,3回,いいえ,9時間以上,はい,いいえ,,はい,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
465,36:56.0,衣笠 匠,38,男性,山形県,4回以上,いいえ,5時間～7時間未満,いいえ,いいえ,,はい,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
466,02:31.2,立山 舞,53,女性,北海道,4回以上,はい,1時間～3時間未満,はい,はい,タケダせんい＆ピーチ,はい,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
467,17:28.1,中平 麻衣子,39,女性,富山県,3回,いいえ,1時間未満,はい,はい,ＡＧＦ ビタホット,はい,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
468,36:56.9,鹿野 彩夏,11,女性,福島県,2回,いいえ,5時間～7時間未満,いいえ,いいえ,,いいえ,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
469,57:52.2,丹 蓮,85,男性,埼玉県,2回,いいえ,1時間未満,はい,いいえ,,はい,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
470,46:24.1,阪下 彩乃,32,女性,愛知県,4回以上,はい,1時間未満,はい,はい,ナタデココ ファイバー,いいえ,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
471,07:14.0,岩切 優花,77,女性,新潟県,4回以上,はい,9時間以上,いいえ,いいえ,,いいえ,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
472,17:10.1,石村 翼,50,男性,石川県,4回以上,はい,3時間～5時間未満,いいえ,いいえ,,いいえ,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
473,00:01.5,芳賀 大地,74,男性,鳥取県,4回以上,いいえ,7時間～9時間未満,いいえ,はい,ギャバ・20タブレット,はい,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
474,08:53.6,田辺 愛美,64,女性,島根県,2回,いいえ,1時間～3時間未満,はい,はい,ゼリージュース　イサゴール,はい,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
475,19:38.3,小森谷 雄太,71,男性,奈良県,3回,いいえ,1時間未満,いいえ,いいえ,,いいえ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
476,30:20.5,宮良 大樹,72,男性,福井県,4回以上,はい,9時間以上,はい,はい,からだサポートごはん,はい,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
477,11:46.0,新居 拓海,42,男性,沖縄県,4回以上,いいえ,3時間～5時間未満,いいえ,はい,クラッシュタイプの蒟蒻畑ライト,いいえ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
478,39:12.0,菱沼 一輝,65,男性,香川県,4回以上,はい,9時間以上,はい,いいえ,,いいえ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
479,01:45.5,楠本 竜,86,男性,長崎県,2回,はい,1時間～3時間未満,はい,はい,明治ブルガリアヨーグルトLB81,はい,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
480,13:07.1,山寺 麻衣,35,女性,群馬県,3回,いいえ,1時間未満,いいえ,いいえ,,いいえ,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
481,07:24.3,西尾 拓也,10,男性,福岡県,1回,はい,1時間未満,はい,いいえ,,はい,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
482,55:30.2,近野 真由,16,女性,神奈川県,4回以上,いいえ,7時間～9時間未満,はい,はい,ピオテア粉末ほうじ茶,はい,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
483,00:31.2,三代 達也,17,男性,佐賀県,2回,いいえ,5時間～7時間未満,いいえ,はい,日清おいしさプラス　サイリウムヌードル,いいえ,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
484,44:50.7,西郷 彩,55,女性,東京都,2回,いいえ,7時間～9時間未満,いいえ,いいえ,,はい,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
485,27:46.4,阪田 優,30,男性,北海道,1回,いいえ,9時間以上,いいえ,はい,日清おいしさプラス サイリウムコーンフレーク セミスィート,はい,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
486,53:13.5,間 拓哉,77,男性,高知県,1回,はい,1時間未満,はい,はい,ビタホット,いいえ,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
487,05:26.9,矢谷 優,85,男性,富山県,3回,いいえ,3時間～5時間未満,はい,いいえ,,はい,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
488,47:52.3,松瀬 千夏,68,女性,神奈川県,1回,いいえ,9時間以上,いいえ,はい,リカルデント,はい,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
489,33:48.4,末岡 洋平,82,男性,三重県,3回,いいえ,9時間以上,いいえ,はい,ヤクルト400LT,はい,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
490,28:15.4,本橋 匠,69,男性,鳥取県,4回以上,はい,3時間～5時間未満,いいえ,はい,グルコデザイン,はい,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
491,15:47.7,寒河江 菜々子,13,女性,富山県,2回,いいえ,3時間～5時間未満,いいえ,いいえ,,いいえ,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
492,38:54.6,武本 洋平,67,男性,兵庫県,1回,はい,1時間未満,いいえ,いいえ,,いいえ,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
493,48:25.0,花村 翔平,15,男性,沖縄県,1回,はい,9時間以上,いいえ,いいえ,,はい,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
494,17:57.7,岡崎 一輝,55,男性,秋田県,2回,いいえ,3時間～5時間未満,いいえ,いいえ,,はい,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
495,46:02.2,八坂 翔太,73,男性,熊本県,2回,いいえ,1時間未満,いいえ,はい,キリンコレステミン,はい,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
496,39:44.8,日下部 拓也,85,男性,滋賀県,3回,はい,1時間～3時間未満,いいえ,いいえ,,いいえ,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
497,50:35.9,枝松 結衣,85,女性,京都府,1回,いいえ,9時間以上,いいえ,はい,キリン コレステミン レモンライム味,はい,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
498,21:54.9,小川 拓也,56,男性,長野県,4回以上,はい,1時間未満,はい,はい,ソフール ストロベリー,はい,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
499,59:18.9,穂積 康平,42,男性,広島県,3回,いいえ,5時間～7時間未満,はい,はい,まるしげげんきっす,はい,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
500,45:31.7,海田 達也,39,男性,京都府,3回,いいえ,1時間未満,はい,いいえ,,いいえ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
501,2011/1/11,塩津 琴音,90,女性,鹿児島県,,いいえ,,,はい,コレカットマスカット,いいえ,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
502,29:55.4,黒野 大地,16,男性,岡山県,2回,はい,1時間未満,はい,はい,ジョア 白ぶどう,いいえ,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
503,01:40.6,鍵本 詩織,59,女性,長崎県,4回以上,はい,7時間～9時間未満,はい,はい,ヤクルト,はい,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
