回答日,名前,年齢,性別,お住まいの地域,食事は１日平均何回ですか,毎朝朝食をとりますか,睡眠時間は平均どのくらいですか,健康には気を使うほうですか,健康食品を利用していますか,最も利用している健康食品の商品名を記入してください,サプリメントは利用しますか,意識して摂取している栄養成分を複数選択してください_亜鉛,意識して摂取している栄養成分を複数選択してください_カルシウム,意識して摂取している栄養成分を複数選択してください_鉄,意識して摂取している栄養成分を複数選択してください_銅,意識して摂取している栄養成分を複数選択してください_マグネシウム,意識して摂取している栄養成分を複数選択してください_ナイアシン,意識して摂取している栄養成分を複数選択してください_パントテン酸,意識して摂取している栄養成分を複数選択してください_ビオチン,意識して摂取している栄養成分を複数選択してください_ビタミンＡ,意識して摂取している栄養成分を複数選択してください_β－カロテン（ビタミンＡの前駆体）,意識して摂取している栄養成分を複数選択してください_ビタミンＢ1,意識して摂取している栄養成分を複数選択してください_ビタミンＢ2,意識して摂取している栄養成分を複数選択してください_ビタミンＢ6,意識して摂取している栄養成分を複数選択してください_ビタミンＢ12,意識して摂取している栄養成分を複数選択してください_ビタミンＣ,意識して摂取している栄養成分を複数選択してください_ビタミンＤ,意識して摂取している栄養成分を複数選択してください_ビタミンＥ,意識して摂取している栄養成分を複数選択してください_葉酸,意識して摂取している栄養成分を複数選択してください_その他
2009/12/12 12:25:16.369,森泉 葵,25,女性,愛媛県,2回,いいえ,1時間～3時間未満,はい,いいえ,,はい,true,false,false,false,true,false,true,false,false,false,true,false,true,true,false,true,true,true,true
2008/10/06 15:34:29.687,粟津 真由,21,女性,長崎県,2回,はい,7時間～9時間未満,いいえ,いいえ,,はい,true,true,false,true,true,true,true,false,false,false,true,true,false,true,true,true,true,true,true
2009/11/15 03:16:30.041,片渕 健太,63,男性,宮城県,2回,はい,5時間～7時間未満,いいえ,はい,鉄骨飲料,いいえ,true,true,false,false,false,true,true,true,false,true,true,false,false,true,false,true,true,false,true
2010/06/29,喜納 大輝,35,男性,富山県,,はい,,いいえ,いいえ,,,false,false,false,true,false,true,false,false,false,true,true,false,false,true,false,false,false,false,true
2009/01/14 01:33:43.869,五十川 麻美,47,女性,岩手県,1回,いいえ,1時間～3時間未満,いいえ,いいえ,,はい,true,false,false,false,true,true,false,true,true,true,false,true,true,true,false,true,true,false,false
2011/03/15 10:33:35.974,磯野 拓哉,26,男性,鳥取県,1回,いいえ,9時間以上,はい,はい,オリゴのおかげEX顆粒タイプ,いいえ,false,false,true,false,false,true,false,false,true,true,true,false,false,false,false,false,true,false,true
2010/12/31 19:15:14.119,榎本 彩夏,27,女性,秋田県,2回,はい,5時間～7時間未満,はい,いいえ,,いいえ,true,false,false,true,false,false,true,true,true,true,false,true,false,false,true,false,true,true,false
2009/03/06 01:48:43.260,絹川 洋平,48,男性,栃木県,3回,いいえ,1時間～3時間未満,はい,いいえ,,いいえ,false,true,false,false,true,false,true,true,false,true,true,true,true,false,false,true,false,false,false
2011/06/12 02:41:56.560,本島 彩,74,女性,高知県,4回以上,はい,5時間～7時間未満,いいえ,はい,京優膳　合わせみそ,いいえ,false,false,false,true,false,false,true,false,true,false,false,true,true,true,false,true,false,false,false
2011/06/10 04:14:58.568,亀島 遥,10,女性,岐阜県,2回,いいえ,5時間～7時間未満,はい,はい,キシリトール・ガム,いいえ,true,true,true,true,false,true,true,false,false,true,true,false,false,true,false,false,false,true,false
2010/05/16 09:39:43.441,川勝 亮,13,男性,北海道,4回以上,はい,1時間～3時間未満,いいえ,いいえ,,はい,false,false,true,true,true,false,false,true,false,false,false,true,false,true,true,true,false,true,false
2010/11/12 00:29:30.122,藤丸 恵,31,女性,岩手県,1回,はい,5時間～7時間未満,はい,はい,日清おいしさプラス サイリウムドリンク,いいえ,false,true,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true
2011/07/27 22:16:28.226,黒田 遥,43,女性,和歌山県,3回,いいえ,3時間～5時間未満,いいえ,いいえ,,いいえ,false,true,false,true,true,false,false,true,false,false,false,false,true,false,true,true,false,true,true
2009/02/13 00:47:51.912,中東 翔,15,男性,宮崎県,2回,いいえ,9時間以上,いいえ,いいえ,,いいえ,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,true,true,true,false
2010/10/12 23:00:28.102,赤星 祐介,75,男性,滋賀県,4回以上,いいえ,1時間～3時間未満,いいえ,いいえ,,はい,true,false,false,true,false,false,false,true,true,false,true,true,true,false,false,false,false,true,true
2009/01/24 05:07:44.525,池崎 康平,43,男性,山梨県,1回,はい,1時間未満,はい,いいえ,,はい,false,false,true,false,true,false,true,true,true,false,false,false,true,false,false,false,false,true,true
2010/12/06 06:45:25.676,藤崎 千夏,47,女性,石川県,4回以上,はい,1時間～3時間未満,いいえ,いいえ,,いいえ,true,false,true,true,false,false,true,true,true,true,false,true,true,true,false,false,true,false,false
2010/11/20 17:53:30.315,有薗 さくら,20,女性,茨城県,3回,はい,1時間～3時間未満,いいえ,はい,ジョア ブルーベリー,いいえ,false,true,false,true,true,false,false,false,true,false,false,true,false,false,false,false,false,true,false
2010/10/11 10:16:42.983,柿崎 あゆみ,34,女性,香川県,1回,はい,9時間以上,はい,いいえ,,はい,false,true,false,false,false,false,false,true,false,true,true,true,false,false,false,false,true,true,false
2010/01/21 04:27:38.541,菱沼 麻美,27,女性,福井県,3回,いいえ,5時間～7時間未満,はい,いいえ,,いいえ,true,true,false,true,false,true,true,false,true,false,false,false,true,false,false,true,true,true,false
2011/04/12 11:01:37.506,宅間 七海,29,女性,愛知県,2回,いいえ,1時間未満,いいえ,いいえ,,はい,false,true,true,true,false,true,false,false,true,true,false,false,false,true,true,false,true,true,true
2010/01/15 17:51:41.186,市瀬 蓮,44,男性,福井県,1回,いいえ,3時間～5時間未満,はい,はい,リカルデント,いいえ,true,true,true,false,true,true,true,false,false,true,true,false,false,true,true,true,true,false,true
2010/11/02 14:37:38.742,川岸 彩夏,47,女性,沖縄県,3回,はい,9時間以上,はい,はい,緑茶,いいえ,true,false,true,true,false,false,false,true,true,false,true,true,false,false,false,false,true,false,true
2011/05/21 19:25:12.864,友利 明日香,12,女性,大分県,1回,いいえ,5時間～7時間未満,いいえ,はい,ファイバーチョキレP,いいえ,false,false,false,true,false,true,false,true,false,false,true,true,false,false,false,false,false,false,true
2009/02/07 04:49:16.525,高松 拓哉,46,男性,滋賀県,2回,はい,1時間未満,はい,いいえ,,いいえ,false,true,true,false,false,false,true,true,false,true,true,false,false,true,false,true,false,true,false
2009/04/22 02:14:06.565,塚本 萌,54,女性,茨城県,2回,いいえ,7時間～9時間未満,いいえ,いいえ,,いいえ,false,false,true,true,true,false,true,true,false,true,true,false,true,true,false,false,false,false,false
2009/06/20 09:04:56.675,佐原 亮,57,男性,栃木県,3回,はい,1時間未満,はい,いいえ,,いいえ,true,true,false,false,false,true,true,true,false,true,false,false,true,true,false,false,false,false,true
2010/11/08 20:51:05.297,村島 大樹,27,男性,北海道,3回,はい,1時間～3時間未満,はい,はい,マインズ＜毎飲酢＞リンゴ酢ドリンク,いいえ,true,false,false,true,false,false,false,true,true,false,false,false,false,false,false,true,true,true,true
2010/12/26 23:53:14.645,川浪 翔太,63,男性,富山県,4回以上,はい,5時間～7時間未満,はい,いいえ,,はい,true,true,true,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,true
2011/01/23 00:34:06.222,七尾 亜美,79,女性,栃木県,1回,いいえ,5時間～7時間未満,はい,いいえ,,いいえ,true,false,true,false,true,true,false,true,false,false,false,false,false,false,true,true,true,true,true
2010/03/30 17:54:17.728,南沢 海斗,39,男性,福島県,4回以上,いいえ,1時間未満,いいえ,はい,日清おいしさプラスキトサンヌードルタンメン,いいえ,false,true,false,true,true,true,true,true,false,true,true,false,false,false,true,true,true,false,false
2008/10/12 00:27:46.310,奥山 亜美,25,女性,鹿児島県,4回以上,はい,3時間～5時間未満,いいえ,はい,オリゴ2400,いいえ,false,false,false,false,false,false,false,true,true,false,true,true,true,true,false,false,false,true,true
2010/04/14 23:26:00.327,久永 彩夏,53,女性,京都府,2回,いいえ,1時間未満,いいえ,はい,ジョア 白ぶどう,いいえ,true,false,false,false,true,true,true,true,true,false,false,false,false,false,false,true,true,true,false
2008/10/11 23:10:31.498,辻川 大輝,81,男性,福井県,2回,はい,9時間以上,いいえ,いいえ,,いいえ,true,true,true,false,true,true,true,true,false,false,true,false,true,false,false,false,false,true,true
2010/07/05 20:45:56.915,盛田 茜,44,女性,栃木県,3回,いいえ,1時間～3時間未満,はい,いいえ,,はい,false,false,true,true,true,true,true,true,true,false,true,true,true,true,true,false,false,true,false
2009/10/16 08:51:49.678,桶谷 葵,54,女性,神奈川県,3回,いいえ,7時間～9時間未満,はい,はい,ソフール　プレーン,いいえ,true,true,false,true,true,true,true,true,true,false,false,false,false,true,true,false,true,true,true
2010/08/26 14:54:38.912,広部 萌,38,女性,栃木県,4回以上,いいえ,1時間未満,はい,はい,豆鼓エキスつぶタイプ,いいえ,false,false,false,false,true,true,false,false,true,false,false,true,false,true,true,true,true,false,true
2010/05/28 17:42:34.785,杉浦 大地,40,男性,宮崎県,4回以上,いいえ,9時間以上,いいえ,はい,日清おいしさプラスキトサンヌードル,はい,false,false,false,true,false,true,false,true,true,false,false,true,false,false,true,true,true,false,false
2011/09/11 09:28:22.622,筒井 智美,62,女性,岩手県,3回,いいえ,3時間～5時間未満,いいえ,はい,京優膳　白みそ,はい,true,true,false,true,true,true,false,true,false,false,false,false,true,true,true,true,true,true,true
2009/03/14 10:35:47.338,高森 沙織,76,女性,長野県,3回,いいえ,3時間～5時間未満,いいえ,いいえ,,いいえ,false,true,false,true,false,false,false,true,true,true,false,false,false,true,false,false,true,true,true
2009/05/07 23:29:53.368,郷田 優太,54,男性,徳島県,4回以上,いいえ,1時間～3時間未満,いいえ,はい,ヘルシア緑茶,はい,true,true,true,true,true,false,false,true,true,true,true,false,false,true,false,true,true,false,false
2009/12/26 23:59:12.483,関沢 彩,73,女性,鹿児島県,2回,はい,1時間未満,はい,いいえ,,はい,true,false,false,false,false,false,false,true,true,true,true,false,false,true,true,true,true,false,true
2010/05/14 23:32:22.725,浅水 美月,60,女性,奈良県,1回,いいえ,1時間未満,いいえ,いいえ,,いいえ,false,true,true,false,false,false,false,false,false,false,false,true,false,true,false,true,false,false,false
2011/05/31 16:24:10.174,古村 翔平,85,男性,青森県,3回,いいえ,3時間～5時間未満,はい,はい,デンマークヨーグルト,はい,false,true,false,false,true,false,false,true,false,false,true,true,true,true,false,true,false,false,true
2009/07/03 01:08:36.263,長峰 友美,32,女性,鳥取県,1回,はい,9時間以上,いいえ,いいえ,,はい,false,false,false,false,true,false,true,true,true,true,false,true,true,false,false,false,true,true,true
2009/10/13 22:10:44.286,谷井 楓,50,女性,山形県,3回,はい,1時間～3時間未満,いいえ,はい,日清おいしさプラス サイリウムコーンフレーク,いいえ,true,false,true,false,true,false,true,true,false,true,true,true,false,true,true,false,false,false,false
2009/10/06 06:02:43.093,百瀬 直樹,84,男性,香川県,3回,いいえ,7時間～9時間未満,いいえ,はい,日清おいしさプラスサイリウムコーンフレークセミスィート,いいえ,true,true,false,false,false,false,false,true,true,false,false,true,true,true,true,true,false,true,true
2009/07/14 21:08:04.025,渋川 駿,38,男性,鹿児島県,3回,はい,3時間～5時間未満,はい,はい,日清おいしさプラス　サイリウムヌードル　しょうゆ味,いいえ,false,false,true,false,true,true,false,false,false,true,false,true,false,true,false,true,false,true,true
2008/12/24 01:22:14.852,尾谷 琴音,27,女性,和歌山県,4回以上,はい,7時間～9時間未満,いいえ,はい,リカルデント,はい,false,false,false,true,true,true,true,false,false,true,true,true,true,true,false,true,false,false,false
2010/02/01 04:14:03.045,大熊 智也,78,男性,宮崎県,2回,はい,1時間未満,いいえ,はい,血糖の気になりはじめた人のフィットライフコーヒー,はい,true,true,true,false,true,false,true,false,false,true,false,false,true,true,true,true,true,false,true
2009/04/18 05:25:40.328,鍛治 洋平,76,男性,埼玉県,4回以上,いいえ,9時間以上,いいえ,はい,血糖の気になりはじめた人のフィットライフコーヒー,はい,false,false,false,true,true,false,false,true,false,false,true,false,true,false,false,false,false,true,false
2009/04/25 14:30:54.836,十川 さくら,64,女性,愛媛県,1回,はい,1時間～3時間未満,いいえ,はい,キシリトール・ガム,いいえ,true,false,true,true,false,false,false,false,true,false,true,true,false,false,true,false,false,false,false
2010/11/10 13:37:35.077,竹山 彩,11,女性,秋田県,2回,はい,9時間以上,いいえ,いいえ,,はい,false,false,false,true,false,true,false,false,false,true,false,false,true,true,true,true,true,true,false
2010/01/07 13:04:39.853,桑名 翔,64,男性,福井県,1回,いいえ,9時間以上,いいえ,いいえ,,いいえ,true,false,false,false,true,true,true,true,true,false,true,false,true,true,true,true,true,false,true
2008/11/19 12:53:50.306,牧田 美穂,40,女性,徳島県,2回,はい,5時間～7時間未満,はい,いいえ,,いいえ,false,false,false,true,true,false,false,true,true,false,true,false,true,false,false,true,false,false,true
2011/07/01 16:05:51.082,阪上 麻衣子,16,女性,富山県,1回,いいえ,1時間未満,いいえ,いいえ,,いいえ,false,true,true,true,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true
2009/05/21 12:52:07.087,浜地 達也,37,男性,兵庫県,2回,はい,5時間～7時間未満,はい,いいえ,,いいえ,false,false,false,true,false,false,true,false,false,false,true,false,false,true,true,false,false,false,false
2011/08/30 12:31:06.634,福山 匠,88,男性,岩手県,3回,はい,7時間～9時間未満,いいえ,いいえ,,はい,false,true,true,true,true,false,true,true,true,true,false,true,true,false,false,true,false,true,true
2011/03/03 19:16:52.676,赤堀 翼,59,男性,和歌山県,3回,いいえ,9時間以上,はい,はい,日清おいしさプラスサイリウムドリンクオレンジ,はい,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,true,true,true,true
2009/05/24 04:34:09.806,横須賀 美月,23,女性,東京都,1回,いいえ,7時間～9時間未満,いいえ,いいえ,,はい,true,true,false,false,true,false,true,true,true,true,false,true,false,true,true,true,false,false,true
2009/10/09 01:02:09.498,川久保 菜々子,22,女性,高知県,2回,はい,5時間～7時間未満,はい,はい,キリン コレステミン　レモンライム味,はい,true,true,false,true,false,true,false,true,true,true,true,false,true,false,true,true,false,true,false
2010/12/22 05:35:29.508,島田 翔平,41,男性,岐阜県,1回,いいえ,9時間以上,いいえ,いいえ,,いいえ,false,true,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,false,false
2010/10/01 09:48:21.606,高岩 直人,33,男性,福井県,4回以上,いいえ,3時間～5時間未満,いいえ,はい,オリゴ2400グレープ,はい,true,false,true,false,true,false,true,true,false,false,false,true,false,true,true,true,false,false,true
2011/06/26 18:52:29.182,柳谷 大輝,16,男性,群馬県,1回,はい,1時間未満,いいえ,はい,キリン　ビー・フラット,はい,true,true,true,true,false,true,false,true,true,false,false,true,true,true,true,true,true,false,true
2011/05/28 14:38:34.496,折原 遙,23,女性,東京都,2回,いいえ,1時間～3時間未満,はい,いいえ,,いいえ,true,true,true,false,false,true,false,true,true,false,true,true,false,true,false,false,true,false,false
2008/10/01 05:20:32.026,瀬野 翔,38,男性,秋田県,2回,はい,9時間以上,はい,いいえ,,はい,true,false,true,true,true,true,false,false,true,false,true,false,false,false,true,false,false,true,true
2008/10/07 17:41:46.190,辛島 雄大,15,男性,福岡県,4回以上,はい,3時間～5時間未満,いいえ,はい,DHA入りリサーラソーセージ,いいえ,true,true,false,false,false,false,false,true,true,false,false,false,false,true,true,false,true,false,false
2009/12/30 22:46:31.364,平島 瞳,55,女性,愛媛県,2回,はい,1時間～3時間未満,はい,はい,黒烏龍茶OTPP,いいえ,false,false,false,true,false,false,false,true,false,false,true,false,true,true,true,false,true,true,false
2010/02/13 23:06:43.304,元吉 由佳,39,女性,岩手県,4回以上,いいえ,1時間未満,はい,いいえ,,はい,true,false,false,true,false,false,true,false,true,false,true,false,false,false,false,false,true,true,false
2010/03/02 17:53:45.410,大日方 由佳,64,女性,兵庫県,1回,はい,5時間～7時間未満,いいえ,はい,リカルデント,はい,false,true,false,false,true,true,true,false,false,true,true,false,false,false,true,true,false,true,false
2011/06/02 12:07:06.802,広渡 陸,63,男性,熊本県,4回以上,いいえ,5時間～7時間未満,いいえ,いいえ,,はい,false,false,false,true,false,true,true,true,true,true,false,true,true,false,false,false,true,false,false
2009/02/03 21:32:06.569,小俣 拓也,29,男性,和歌山県,2回,はい,9時間以上,はい,いいえ,,いいえ,false,true,true,false,false,false,true,true,false,false,true,false,false,false,true,false,true,false,true
2009/09/05 12:45:29.028,薄 直人,34,男性,滋賀県,1回,いいえ,9時間以上,はい,はい,ヤクルト蕃爽麗茶 香ばし風味,はい,true,true,true,false,false,false,true,true,false,true,true,false,false,true,false,true,false,true,false
2011/01/09 02:18:44.696,鴻巣 七海,75,女性,岐阜県,1回,いいえ,9時間以上,いいえ,はい,ラーマ　プロ・アクティブ,はい,false,false,false,true,true,false,true,false,false,false,true,true,true,true,true,true,true,true,true
2011/01/04 23:43:06.823,岡戸 明日香,77,女性,島根県,4回以上,はい,5時間～7時間未満,いいえ,はい,日清おいしさプラス サイリウムファイバーゼリー グレープ味,はい,false,true,false,false,false,false,false,true,true,false,false,true,true,true,false,true,true,false,false
2010/05/28 07:07:02.476,治田 竜,90,男性,長野県,4回以上,はい,5時間～7時間未満,いいえ,はい,ファイバーチョキレP,いいえ,true,false,true,false,false,true,false,true,true,false,true,false,true,false,true,true,true,false,false
2010/02/17 14:46:53.321,高桑 真由,43,女性,沖縄県,3回,はい,5時間～7時間未満,いいえ,いいえ,,いいえ,false,false,false,true,false,false,true,true,true,false,true,false,true,false,true,false,true,false,false
2008/11/16 16:19:13.489,関田 菜月,88,女性,福岡県,1回,はい,1時間未満,いいえ,はい,デンマークヨーグルト,いいえ,false,true,true,true,true,false,true,true,true,false,false,false,false,true,true,false,true,true,true
2009/12/15 13:52:10.177,北園 直樹,32,男性,和歌山県,4回以上,はい,3時間～5時間未満,はい,いいえ,,はい,false,true,false,false,true,true,false,false,true,true,false,false,true,true,false,true,true,true,true
2011/06/29 05:05:37.653,滝川 萌,35,女性,大分県,3回,いいえ,1時間未満,いいえ,いいえ,,はい,false,false,true,true,false,true,false,false,false,false,false,true,false,false,true,true,true,true,true
2011/07/13 05:29:10.386,馬淵 舞,33,女性,鳥取県,1回,いいえ,7時間～9時間未満,はい,いいえ,,いいえ,false,true,true,false,true,false,true,true,true,false,true,false,true,true,true,false,false,false,true
2009/09/06 04:06:15.334,石河 友美,82,女性,山梨県,3回,いいえ,5時間～7時間未満,いいえ,いいえ,,はい,false,false,false,false,false,false,true,false,true,false,true,true,true,false,true,false,false,false,false
2011/01/25 08:48:08.875,生島 亮,44,男性,滋賀県,3回,いいえ,7時間～9時間未満,はい,いいえ,,はい,false,true,false,true,true,false,false,true,false,false,false,true,true,true,true,true,false,true,false
2010/03/14 21:32:38.173,福重 早紀,45,女性,香川県,1回,いいえ,1時間未満,はい,いいえ,,はい,true,false,true,false,false,true,true,false,true,false,false,false,true,false,false,true,false,true,false
2008/12/23 04:24:16.870,澤口 達也,46,男性,沖縄県,1回,はい,1時間～3時間未満,いいえ,はい,ファイバードリンク　ラズベリー＆アップル,はい,true,false,true,true,true,true,false,false,false,false,false,false,false,true,false,false,true,false,true
2009/09/26 23:15:43.331,一瀬 智也,47,男性,岐阜県,3回,はい,7時間～9時間未満,はい,はい,ハンバーグ＆海老フライ弁当,いいえ,true,false,false,true,true,false,false,true,false,true,false,false,true,true,true,true,false,false,false
2009/09/07 06:38:47.680,丹野 麻美,57,女性,茨城県,2回,いいえ,7時間～9時間未満,はい,はい,日清おいしさプラスサイリウムドリンク,はい,false,false,false,true,false,true,false,true,false,true,true,true,true,true,false,false,true,true,true
2008/11/29 13:39:28.085,梅崎 愛,36,女性,岩手県,3回,はい,1時間～3時間未満,いいえ,いいえ,,はい,true,false,true,false,false,false,true,true,false,false,false,true,true,true,false,true,false,false,false
2011/01/22 05:50:31.591,守屋 詩織,16,女性,佐賀県,3回,いいえ,5時間～7時間未満,いいえ,はい,キリン　ビー・フラット,いいえ,true,false,false,true,false,false,false,false,true,true,true,false,true,true,false,true,false,true,false
2010/01/08 20:54:33.938,倉沢 陸,67,男性,東京都,4回以上,はい,5時間～7時間未満,いいえ,いいえ,,はい,true,true,true,true,true,false,false,true,true,false,false,true,true,true,false,true,false,false,false
2010/03/04 00:14:25.422,大見 翼,52,男性,広島県,4回以上,いいえ,9時間以上,はい,いいえ,,はい,false,false,true,false,true,false,true,true,true,false,true,true,true,false,false,false,true,false,true
2010/01/02 14:48:48.209,城内 亮太,52,男性,埼玉県,1回,はい,1時間未満,いいえ,はい,五穀米ご飯,いいえ,false,true,false,false,true,false,true,true,true,false,true,true,true,false,false,false,false,false,false
2009/03/08 18:33:06.355,小谷 智也,36,男性,山口県,1回,いいえ,9時間以上,はい,はい,バンホーテンミルクココアファイバープラス,いいえ,false,true,true,true,false,false,true,false,true,true,true,false,false,false,true,false,false,true,false
2011/08/23 04:45:44.113,各務 翔平,53,男性,栃木県,2回,はい,3時間～5時間未満,はい,はい,キリン コレステミン　レモンライム味 ８袋,いいえ,true,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false
2011/06/18 20:11:59.040,昼間 美咲,80,女性,栃木県,3回,いいえ,1時間未満,はい,いいえ,,いいえ,true,true,true,false,true,false,false,false,true,false,true,false,true,true,false,true,true,true,false
2010/08/07 07:01:11.926,天満 智美,67,女性,埼玉県,1回,いいえ,1時間～3時間未満,はい,はい,天寿りんご黒酢,いいえ,false,true,true,true,true,false,false,false,false,false,true,false,true,false,true,false,true,false,true
2011/04/29 07:40:34.642,立岩 菜月,37,女性,高知県,1回,いいえ,1時間未満,はい,いいえ,,はい,false,false,false,false,true,true,false,false,false,false,false,false,false,false,true,true,true,false,false
2009/06/11 17:23:51.555,中畑 麻衣,17,女性,長崎県,3回,いいえ,1時間未満,はい,いいえ,,はい,true,false,false,false,false,false,true,false,true,true,true,true,true,false,true,true,true,true,true
2010/03/14 22:04:12.538,砂原 大輔,84,男性,青森県,2回,いいえ,7時間～9時間未満,はい,いいえ,,いいえ,false,false,true,true,true,false,false,false,false,false,false,true,true,false,false,false,true,true,true
2009/11/26 14:56:14.746,沼田 あゆみ,70,女性,新潟県,4回以上,はい,7時間～9時間未満,いいえ,はい,日清おいしさプラスサイリウムファイバーゼリー,いいえ,false,true,true,false,true,false,true,true,true,true,true,true,true,true,false,true,false,true,true
2008/12/15 20:47:32.250,円城寺 結衣,20,女性,山口県,1回,はい,5時間～7時間未満,はい,はい,日清おいしさプラス　サイリウムドリンク,いいえ,false,true,false,false,true,true,true,false,true,false,true,false,true,false,true,true,false,true,true
2008/11/26 19:02:03.390,糸数 智美,38,女性,群馬県,2回,いいえ,9時間以上,いいえ,はい,日清おいしさプラス サイリウムコーンフレーク,はい,true,false,true,false,false,true,true,true,false,true,false,false,false,false,false,false,false,false,true
2011/03/31 08:37:47.987,笠松 直樹,47,男性,石川県,4回以上,はい,9時間以上,いいえ,はい,エスピーマリンスーパーＰ,いいえ,true,true,true,true,false,true,true,true,true,true,true,true,true,false,false,true,false,true,true
2010/06/30 02:54:27.896,今中 香織,71,女性,山形県,3回,いいえ,9時間以上,いいえ,いいえ,,いいえ,false,true,true,false,true,true,true,false,true,true,false,false,false,false,true,false,true,true,false
,芳賀 麻美,58,女性,大阪府,4回以上,はい,5時間～7時間未満,,,,はい,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
2009/01/25 21:09:06.202,大蔵 大輔,67,男性,岡山県,4回以上,いいえ,3時間～5時間未満,いいえ,はい,松谷のおみそ汁 白みそ,はい,false,false,true,true,false,true,true,false,true,false,true,true,false,false,true,false,false,true,false
2011/01/18 18:54:24.246,石部 明日香,32,女性,岐阜県,1回,いいえ,3時間～5時間未満,はい,いいえ,,いいえ,false,false,false,false,false,false,true,true,true,true,false,false,false,false,true,false,true,true,true
2010/04/08 00:05:20.700,那須野 徹,25,男性,栃木県,3回,いいえ,9時間以上,はい,はい,ジョア白ぶどう,はい,true,false,true,false,false,true,true,true,true,false,true,true,false,true,false,false,true,true,false
2011/01/26 01:35:07.592,浦崎 翔平,76,男性,富山県,4回以上,はい,9時間以上,はい,はい,ビーフカットステーキ幕の内弁当,いいえ,true,false,false,true,false,false,true,true,true,true,true,false,false,false,false,true,false,false,true
2010/06/22 03:50:50.612,有江 あゆみ,49,女性,沖縄県,4回以上,いいえ,3時間～5時間未満,はい,いいえ,,いいえ,true,true,true,true,true,false,false,true,false,false,false,false,true,false,true,false,true,false,false
2011/03/02 01:27:56.740,永澤 菜々子,25,女性,東京都,3回,いいえ,3時間～5時間未満,はい,はい,ハンバーグ＆海老フライ,いいえ,true,true,true,true,false,false,false,true,true,true,false,false,false,true,true,true,false,true,false
2010/03/12 12:10:15.095,大中 徹,78,男性,長崎県,3回,いいえ,3時間～5時間未満,はい,はい,アイスティ,いいえ,true,false,true,true,false,false,false,true,false,false,false,false,true,true,true,false,true,false,false
2010/06/20 04:52:04.873,興梠 陸,52,男性,広島県,4回以上,いいえ,5時間～7時間未満,いいえ,いいえ,,いいえ,true,true,true,true,false,true,true,true,true,true,false,false,true,true,false,false,true,false,false
2009/09/05 14:29:54.111,粟津 優斗,28,男性,大阪府,3回,いいえ,5時間～7時間未満,はい,はい,タケダ　せんい＆ピーチ,はい,true,true,false,false,false,false,false,true,true,true,false,false,false,false,true,false,true,true,false
2008/11/20 21:35:12.689,村口 祐介,65,男性,沖縄県,2回,はい,5時間～7時間未満,いいえ,いいえ,,いいえ,true,false,true,false,false,false,true,false,true,false,false,false,false,true,true,true,false,false,false
2009/03/25 19:28:21.053,沖津 祐介,84,男性,宮城県,1回,いいえ,3時間～5時間未満,はい,いいえ,,はい,false,true,false,false,false,false,true,true,true,false,true,true,true,true,true,false,false,true,false
2009/09/28 04:59:22.791,碓井 竜,63,男性,群馬県,3回,はい,9時間以上,いいえ,いいえ,,はい,false,true,false,false,false,true,true,false,false,true,false,false,true,true,true,true,false,false,false
2011/03/08 15:18:18.918,松谷 亜美,22,女性,京都府,4回以上,はい,5時間～7時間未満,いいえ,はい,ビフィルン,はい,false,true,true,true,true,false,true,true,true,true,true,false,true,true,false,true,true,false,true
2009/01/15 07:47:47.753,鹿又 雄大,22,男性,富山県,1回,いいえ,5時間～7時間未満,いいえ,いいえ,,はい,false,true,false,false,true,true,true,false,false,false,true,true,false,false,false,true,false,false,false
2009/02/15 13:25:11.694,土師 楓,45,女性,山梨県,2回,はい,9時間以上,いいえ,はい,日清おいしさプラス　サイリウムドリンク,いいえ,false,true,true,true,false,false,true,true,false,true,false,true,false,false,false,false,true,false,false
2009/03/09 06:19:52.229,矢谷 達也,53,男性,静岡県,4回以上,はい,7時間～9時間未満,はい,はい,松谷のおみそ汁 赤だし,はい,false,true,false,false,true,true,false,false,false,false,false,true,true,false,true,false,false,true,true
2009/03/03 21:41:44.009,霜田 愛,11,女性,秋田県,2回,いいえ,9時間以上,はい,はい,京優茶　緑茶,はい,false,true,true,false,true,true,true,true,false,true,false,true,true,true,false,false,true,true,true
2009/11/03 00:35:07.894,鶴 琴音,79,女性,鹿児島県,2回,いいえ,1時間未満,はい,いいえ,,はい,true,true,true,false,true,false,false,true,true,true,true,false,true,true,true,false,true,true,true
2009/12/30 19:19:38.485,森戸 愛,44,女性,石川県,2回,はい,9時間以上,いいえ,いいえ,,はい,true,true,false,false,true,true,false,false,false,true,true,false,true,true,false,true,false,true,false
2011/06/17 05:02:43.701,重永 智美,67,女性,栃木県,2回,いいえ,9時間以上,はい,いいえ,,いいえ,true,false,false,false,true,true,false,false,false,true,true,true,false,true,true,false,true,true,false
